Source,Igbo,Hausa,Yoruba
Construction workers should stop outdoor activities during storms.,Ndị ọrụ kwesịrị ịkwụsị ọrụ n'ezi n'oge ebili mmiri.,Ma’aikatan gine-gine su dakatar da aiki a waje yayin guguwar hadari.,Ó yẹ kí àwọn òṣìṣẹ́ ìkọ́lé dáwọ́ àwọn ìgbòkègbodò ìta gbangba dúró nígbà tí ìjì bá ń jà.
Avoid standing under large trees during heavy rain to prevent accidents.,Zere ikwụ n'ogologo osisi n'oge nnukwu mmiri ozuzo iji zere ihe mberede.,A guji tsayuwa ƙarƙashin manyan itatuwa yayin ruwan sama mai yawa don kauce wa haɗari.,Yẹra fún dídúró lábẹ́ àwọn igi ńlá nígbà tí òjò bá ń rọ̀ gan-an láti dènà jàǹbá.
School children should be accompanied home safely during heavy rainfall.,E kwesịrị iduru ụmụakwụkwọ ụlọ n'oge nnukwu mmiri ozuzo,A tabbatar an raka yara ‘yan makaranta gida cikin tsaro yayin ruwan sama mai yawa.,Ó yẹ kí wọ́n tọ àwọn ọmọ iléèwé lọ sílé láìséwu nígbà òjò líle.
Wear waterproof boots when moving through water-logged streets.,Yiri akpụkpọ ụkwụ na-agụzogide mmiri mgbe ị na-agafe ide mmiri.,A saka takalmin roba idan ana tafiya a titunan da ruwa ya mamaye.,Máa wọ bàtà tí omi ò lè wọnú rẹ̀ nígbà tó o bá ń rìn ní àwọn òpópónà tí omi kún inú rẹ̀.
Be cautious when crossing bridges as floodwaters weaken structures.,Kpachara anya mgbe ị na-agafe akwa mmiri n'ihi na ide mmiri na-emebi ya.,A kula sosai yayin ƙetare gadoji saboda ruwan ambaliya na raunana gine-gine.,"Ṣọ́ra nígbà tó o bá fẹ́ sọdá afárá, nítorí pé omi òjò máa ń sọ àwọn ilé di ahẹrẹpẹ."
Firefighters and police officers are assisting with flood rescues.,Ndị mmenyụ ọkụ na ndị uwe ojii na-enye aka n'ịzọpụta ndị mmadụ n'ide mmiri.,Ma’aikatan kashe gobara da ‘yan sanda na taimakawa wajen aikin ceto.,Àwọn panápaná àti àwọn ọlọ́pàá ń ṣèrànwọ́ fún àwọn tí àkúnya omi ń yọ.
People are advised to remain at home until the flood risk decreases.,A gwaala ndị mmadụ ha nọrọ n'ụlọ ruo mgbe ide mmiri ahụ belatara.,Ana ba mutane shawara su zauna a gida har sai haɗarin ambaliya ya ragu.,A gba àwọn ènìyàn níyànjú láti dúró sílé títí ewu omíyalé yóò fi dín kù.
Drink only clean or bottled water after a flood to avoid infections.,Ṅụọ naanị mmiri dị ọcha maọbụ mmiri a gbanye na karama plastịk ka e nwechara ide mmiri iji belata ọrịa.,A sha ruwa mai tsafta ko na roba kaɗai bayan ambaliya don guje wa kamuwa da cuta.,Omi tó mọ́ tàbí èyí tó wà nínú ìgò nìkan ni kó o máa mu lẹ́yìn ìkún omi kó o má bàa kó àrùn.
"Avoid wading through floodwaters, as they may carry diseases.",Zere ịba n'ime ide n'ihi na ha nwere ike ibu ọrịa.,A guji kutsawa cikin ruwan ambaliya domin yana iya zama mai ɗauke da cututtuka.,"Má ṣe máa rìn kiri nínú omi tó kún àkúnya, torí pé ó lè kó àrùn ranni."
Flooded areas may have snakes and other dangerous animals.,Agwọ na anụ ọhịa ndị ọzọ nwere ike ịnọ n'ime ide mmiri.,Wuraren da ruwa ya mamaye na iya zama mai macizai da sauran dabbobi masu haɗari.,Àwọn ejò àtàwọn ẹranko mìíràn tó léwu lè wà láwọn àgbègbè tí omi ti ya wọlé.
Use disinfectants to clean any surfaces that were in contact with floodwater.,Jiri omo hichaa ebe ọbụla metụtara ide mmiri.,A yi amfani da sinadarai masu tsafta wajen wanke duk wani abu da ruwan ambaliya ya taɓa.,Lo àwọn oògùn apakòkòrò àrùn láti fọ gbogbo ibi tí omi òjò náà ti ya wọlé.
People should wash their hands frequently to prevent illness.,Ndị mmadụ kwesịrị ịsa aka ha ugboro ugboro iji gbochie ọrịa.,Ya kamata mutane su riƙa wanke hannu akai-akai don guje wa kamuwa da cuta.,Ó yẹ kí àwọn èèyàn máa fọ ọwọ́ wọn déédéé láti dènà àìsàn.
Ensure that stored food has not been contaminated by floodwater.,Gbaa mbọ hụ na ide mmiri emetọbeghị nri e chekwara echekwa.,A tabbata cewa abincin da aka ajiye bai gurɓata da ruwan ambaliya ba.,Rí i dájú pé àwọn oúnjẹ tí wọ́n ń tọ́jú kò ti ní àbùkù kankan látàrí omíyalé.
Flooded wells and boreholes should be purified before drinking.,E kwesịrị ịsacha omi na mmiri mgbapu tupu a ṅụọ ya.,Ya kamata a tsaftace rijiyoyi da famfuna da ambaliya ta shafa kafin a sha ruwansu.,Àwọn kànga àti bọ́ọ́hoò nílo ka fi oògùn sí inu wọn kí a tó mu omi.
Mosquitoes breed in stagnant water; use insect repellent to avoid malaria.,Anwụnta na-amụba n'ebe mmiri na-adịghị; jiri ọgwụ ahụhụ iji zere ịba.,Sauro na haihuwa a cikin ruwan da ke tsaye wuri guda; a yi amfani da feshin ƙwari don gujewa zazzaɓincizon sauro.,Omi tó ti rọlẹ̀ ni ẹ̀fọn máa ń bímọ sí; lo oògùn tó ń lé kòkòrò kúrò kó o má bàa ní àìsàn ibà.
Keep children away from contaminated floodwaters to prevent infections.,"Iji zere ọhịa, e kwela ka ụmụaka gakwuru ide mmiri metọrọ emetọ.",A nisanta yara daga gurɓataccen ruwan ambaliya don kare su daga cututtuka.,Má ṣe jẹ́ kí àwọn ọmọdé sún mọ́ àwọn ibi tí omi òjò ti bà jẹ́ kó má bàa kó àrùn.
Be cautious of electrocution risks from fallen power lines in flooded areas.,Kpachara anya ka ọkụ eletrik si n'eriri dara ada n'ebe juru mmiri ghara ịdọ gị.,A kula da shokin ɗin wutar lantarki daga wayoyin wuta da suka faɗi a wuraren da ruwa ya mamaye.,Ṣọ́ra fún ewu ìjàmbá mànàmáná láti inú àwọn okun iná tí o wó lulẹ̀ láwọn àgbègbè tí omi ti ya.
Report any gas leaks or chemical spills caused by the flood to authorities.,Kpọọ ndị ọchịchị ma ọ bụrụ na e nwere gasị maọbụ ihe ndị ọzọ na-agbapụta n'ala n'ihi ide mmiri ahụ.,A sanar da hukumomi nan da nan idan ambaliya ta haddasa zubewar iskar gas ko sinadarai.,Ẹ sọ fún àwọn aláṣẹ tó bá rí i pé gáàsì ń tú dà nù tàbí pé kẹ́míkà ń tú dà nù nígbà ìkún omi náà.
"Flooded roads may contain open manholes, increasing the risk of drowning.","Okporo ụzọ ndị ide mmiri jupụtara pụrụ inwe olulu mmiri, na-eme ka ọ dịkwuo mfe mmadụ ịṅụ mmiri.","Hanyoyin da ambaliya ta mamaye na iya zama ɗauke da ƙofofin magudanar ruwa, wanda ke ƙara haɗarin nutsewa.","Àwọn ọ̀nà tó kún fún omi lè ní ọ̀nà abẹ́lẹ̀, èyí sì lè mú kí ewu dí rì sínú omi pọ̀ sí i."
People with respiratory conditions should wear masks due to increased mold growth.,Ndị nwere nsogbu iku ume kwesịrị iyi ihe nkpuchi n'ihi mmụba nke ebu.,Masu matsalar numfashi su saka takunkumi saboda yawaitar taron ƙwayoyin cuta,Awọn eniyan ti o ni awọn ipo atẹgun yẹ ki o wọ awọn iboju iparada nitori idagba iṣan ti o pọ si.
Avoid using tap water until authorities declare it safe.,Zere ịṅụ mmiri pọmpụ ruo mgbe ndị ọchịchị kwuru na ọ dị mma.,A guji amfani da ruwan famfo har sai hukumomi sun tabbatar da amincinsa.,Má ṣe lo omi ẹ̀rọ títí táwọn aláṣẹ á fi sọ pé kò léwu.
Rescue workers should wear protective gear when assisting flood victims.,Ndị ọrụ nnapụta kwesịrị iyi ihe nchebe mgbe ha na-enyere ndị ide mmiri metụtara aka.,Ma’aikatan ceto su rika saka kayan kariya yayin aikin agaji ga waɗanda ambaliya ta shafa.,Àwọn òṣìṣẹ́ ìgbàlà gbọ́dọ̀ wọ aṣọ ààbò nígbà tí wọ́n bá ń ṣèrànwọ́ fún àwọn tí omíyalé dé bá.
People experiencing fever or diarrhea should seek medical help immediately.,Ndị nwere ahụ ọkụ maọbụ afọ ọsịsa kwesịrị ịga hụ dọkịta ozugbo.,Duk wanda ke fama da zazzaɓi ko gudawa ya garzaya asibiti nan da nan.,Àwọn tó bá ní ibà tàbí ìgbẹ́ gbuuru gbọ́dọ̀ lọ rí dókítà lójú ẹsẹ.
Water purification tablets should be used before consuming flood-affected water.,E kwesịrị iji mbadamba ihe ndị e ji eme ka mmiri dị ọcha mee ihe tupu a na - aṅụ mmiri ide mmiri metụtara .,A yi amfani da magungunan tsarkuke ruwa kafin a sha ruwan da ambaliya ta taɓa.,Ó yẹ kí o lo àwọn oògùn tó ń yọ́ omi kí o tó lo omi tí omíyalé ti bà jẹ́.
Flood victims should seek shelter in well-ventilated areas to avoid suffocation.,Ndị ide mmiri ahụ metụtara kwesịrị ịchọ ebe ha ga-agbaba n'ebe ikuku na-eru nke ọma ka ha ghara ịnwụ.,Waɗanda ambaliya ta shafa su nemi mafaka a wuraren da ke da iska sosai don guje wa shaƙewar numfashi.,Ó yẹ kí àwọn tí omíyalé bá jà máa wá ibi tí wọ́n ti lè rí atẹ́gùn dáadáa kí wọ́n má bàa kú.
Secure all loose objects to prevent them from being carried away by floodwaters.,Jide ihe ọbụla na-agbawa agbawa n'aka ka mmiri ghara ibufu ya.,A kulle kayan da ba su da nauyi don kare su daga tafiya a ruwan ambaliya.,Kó gbogbo nǹkan tó bá ń ṣí kúrò lọ́wọ́ kó má bàa bọ́ sínú omi.
Dead animals should be buried properly to prevent contamination.,E kwesịrị ili ozu ụmụ anụmanụ n'ụzọ kwesịrị ekwesị iji gbochie mmetọ.,A binne gawar dabbobi yadda ya kamata don guje wa gurɓatar muhalli.,Ó yẹ kí wọ́n sin òkú àwọn ẹran náà lọ́nà tó yẹ kí wọ́n lè dènà àrùn.
"Avoid touching walls that have absorbed floodwater, as they may collapse.","Zere imetụ mgbidi ndị ide mmiri ahụ metụrụ aka, n'ihi na ha nwere ike ịda.","A guji taɓa bangon gida da ya sha ruwan ambaliya, saboda yana iya rushewa.","Má ṣe fọwọ́ kan ògiri tó ti gba omi àkúnya omi, torí pé ó lè wó."
Dispose of food that smells bad or has changed color after the flood.,Tụfuo nri na-esi ísì ọjọọ maọbụ nke gbanwere ụcha ya mgbe iju mmiri ahụ gasịrị.,A zubar da abincin da ke da wari ko ya canza launi bayan ambaliya.,Kó àwọn oúnjẹ tó ń rùn tàbí tí àwọ̀ wọn ti yí pa dà lẹ́yìn ìkún omi náà dà nù.
Flood survivors should monitor for signs of stress and trauma.,E kwesịrị ileru ndị a zọpụtara n'ide mmiri maka ndọlị maọbụ nchegbu.,Waɗanda suka tsira daga ambaliya su rika lura da alamun damuwa da firgici.,Àwọn tó la omíyalé já gbọ́dọ̀ máa ṣọ́ra fún àwọn àmì ìsoríkọ́ àti ìpalára ọkàn.
Keep emergency medical kits available in case of injuries.,Tinye ihe ndị e ji agwọ ọrịa n'ebe ị ga-anọ ma e nwee onye merụrụ ahụ́.,A tanadi akwatin taimakon gaggawa a gida ko da za a ji rauni.,Jẹ́ kí ohun èlò tí wọ́n fi ń tọ́jú àwọn tó bá ṣèṣe wà lárọ̀ọ́wọ́tó.
"After floods, disinfect toilets and drainage systems to prevent outbreaks.","Mgbe ide mmiri gasịrị, kpochapụ ụlọ mposi na usoro mmiri iji gbochie ọrịa ịmụba.","Bayan ambaliya, a tsaftace banɗaki da magudanan ruwa da sinadaran kashe ƙwayoyin cuta don hana yaɗuwar cututtuka.","Lẹ́yìn tí omíyalé bá wáyé, ṣe àwọn ilé ìgbọ̀nsẹ̀ àti ọ̀nà tí wọ́n fi ń fa omi jáde kí àrùn náà má bàa tàn kálẹ̀."
Pregnant women should avoid flood-affected areas to reduce health risks.,Ụmụ nwaanyị dị ime kwesịrị izere ebe ide mmiri na-emetụta iji belata ihe ize ndụ ahụ ike.,Mata masu juna biyu su guji wuraren da ambaliya ta shafa don rage haɗari ga lafiya.,Àwọn aboyún gbọ́dọ̀ yẹra fún àwọn àgbègbè tí omíyalé ń jà láti dín ewu ìlera kù.
Ensure cooking utensils are thoroughly cleaned before use.,Gbaa mbọ hụ na ị sachara ngwongwo e ji esi nri nke ọma tupu i jiri ha mee ihe.,A tabbatar an wanke kayan girki sosai kufin amfani da su.,Rí i dájú pé o fọ àwọn ohun èlò ìdáná dáadáa kó o tó lò wọ́n.
People should report cases of missing persons immediately to authorities.,Ndị mmadụ kwesịrị ịkọrọ ndị ọchịchị ọsịsọ maka ndị mmadụ furu efu.,Ya kamata mutane su ba da rahoton ɓatan mutane ga hukumomi nan da nan.,Ó yẹ kí àwọn èèyàn tètè sọ fún àwọn aláṣẹ pé ẹnì kan ti sọnù.
Stay in well-lit areas at night to avoid dangers from unstable structures.,Nọrọ ebe ọkụ na-enwu nke ọma n'abalị iji zere ihe ize ndụ ndị na-esi n'ụlọ ndị na-esighị ike apụta.,A zauna a wuraren da ke da haske sosai da daddare don kauce wa haɗari daga gine-ginen da ba su da ƙarfi.,"Ní òru, máa wà ní ibi tí iná ti ń jó dáadáa, kó o má bàa kó sínú ewu tó bá ń wá látinú ilé tó ń jó."
Wear rubber gloves and boots when cleaning up after a flood.,Yiri uwe aka na akpụkpọ ụkwụ rọba mgbe ị na-ehicha ihe mgbe ide mmiri gasịrị.,Saka safar hannun roba da takalmin roba yayin share-sharen bayan ambaliya.,Máa lo àwọn àlàfo tí wọ́n fi òòlù ṣe àti bàtà tí wọ́n fi òòlù ṣe nígbà tó o bá ń ṣe ìmọ́tótó lẹ́yìn tí omíyalé bá wáyé.
Communities should organize clean-up efforts to remove debris.,Ndị obodo kwesịrị ịhazi ọrụ nhicha iji wepụ ihe ndị e kpofuru ekpofu.,Ya kamata al’ummomi su tsara aikin share-share don cire tarkace.,Ó yẹ kí àwọn aráàlú ṣètò bí wọ́n á ṣe máa kó àwọn pàǹtírí tó bá wà níbẹ̀ dà nù.
Livestock should be vaccinated against diseases that spread after floods.,A ghaghị ịgba ụmụ anụmanụ ọgwụ mgbochi ọrịa ndị na- agbasa mgbe ide mmiri gasịrị .,A yi wa dabbobi allurar rigakafin cututtukan da ke yaɗuwa bayan ambaliya.,Ó yẹ kí wọ́n gba àwọn ẹran ọ̀sìn ní abẹ́rẹ́ àjẹsára láti dènà àwọn àrùn tó máa ń tàn kálẹ̀ lẹ́yìn omíyalé.
Store important documents in waterproof bags before the flood.,Debe akwụkwọ ndị dị mkpa n'ime akpa ndị na-eguzogide mmiri tupu ide mmiri.,Ajiye muhimman takardu a cikin jakunkunan da ruwa ba ya shiga kafin ambaliya.,"Kó tó di pé omíyalé wáyé, kó o kó àwọn ìwé tó ṣe pàtàkì sínú àpò tí omi kò lè wọnú rẹ̀."
People should check emergency shelters for space availability before relocating.,Ndị mmadụ kwesịrị ịlele ebe mgbaba mberede maka ohere dị tupu ha akwaga ebe ọzọ.,Mutane su duba ko akwai wuri a sansanin mafaka kafin su ƙaura.,Àwọn ènìyàn gbọ́dọ̀ ṣàyẹ̀wò ibi ìsádi pàjáwìrì fún àyè tó wà kí wọ́n tó lọ síbòmíràn.
Ensure first-aid kits are fully stocked before the flood season.,Jide n'aka na akpa enyemaka mbụ gị zuru ezu tupu oge ide mmiri.,A tabbatar da cewa akwatin taimakon gaggawa na shirye kafin lokacin ambaliya.,Rí i dájú pé àwọn ohun èlò ìrànlọ́wọ́ àkọ́kọ́ wà nípò kíákíá kí ìkún omi tó dé.
Avoid lighting fires near flood-affected areas to reduce explosion risks.,Zere ịmụnye ọkụ n'ebe ndị ide mmiri na-emebi ihe iji belata ihe ize ndụ nke mgbawa.,A guji kunna wuta kusa da wuraren da ambaliya ta shafa don rage haɗarin fashewar abubuwa.,Má ṣe dá iná nítòsí ibi tí omíyalé bá ti ṣẹlẹ̀ kó má bàa bú gbàù.
Always check the structural stability of buildings after a flood.,Na-enyocha ihe owuwu ụlọ mgbe niile mgbe ide mmiri gasịrị.,A duba lafiyar ginin gida duk bayan ambaliya.,Gbogbo ìgbà ni kó o máa ṣàyẹ̀wò bí àwọn ilé ṣe dúró sán-ún lẹ́yìn tí omíyalé bá ṣẹlẹ̀.
Flooded homes should be ventilated to remove toxic mold.,A ghaghị ime ka ụlọ ndị ide mmiri na-ekpuchi nwee ikuku iji wepụ ebu na-egbu egbu.,A buɗe gidajen da ambaliya ta shafa don fitar da taron ƙwayoyin cuta masu guba.,Ó yẹ kí wọ́n máa gba atẹ́gùn sínú ilé tó bá kún àkúnya omi kí wọ́n lè mú àwọn èròjà olóró tó máa ń mú kí ilé rí màbo kúrò.
Volunteers assisting flood victims should receive safety training.,Ndị ọrụ afọ ofufo na-enyere ndị ide mmiri metụtara aka kwesịrị inweta ọzụzụ n'ihe banyere nchebe.,Ya kamata masu taimaka wa waɗanda ambaliya ta shafa na sa-ku su samu horo kan lafiyar aiki.,Àwọn olùyọ̀ǹda ara ẹni tó ń ṣèrànwọ́ fún àwọn tí àkúnya omi dé bá gbọ́dọ̀ gba ìdánilẹ́kọ̀ọ́ lórí ọ̀ràn ààbò.
Unplug electrical devices before evacuating a flood-threatened area.,Wepụ ihe ndị e ji ọkụ eletrik arụ tupu i si n'ebe a pụrụ inwe ide mmiri pụọ.,A cire kayan lantarki daga soket kafin a bar gidan da ambaliya ke yi wa barazana.,Kọ́kọ́ yọ àwọn ẹ̀rọ tó ń lo iná mànàmáná kúrò nínú ilé kó o tó kúrò ní àgbègbè tí omíyalé lè ṣẹlẹ̀ sí.
Emergency responders should provide psychological support for flood survivors.,Ndị nzaghachi ihe mberede kwesịrị inye nkwado mmụọ maka ndị a zọpụtara n'ide mmiri.,Ya kamata masu aikin gaggawa su samar da tallafin kwantar da hankali ga waɗanda suka tsira.,Àwọn tó ń ṣe pàjáwìrì ní láti pèsè ìtìlẹ́yìn nípa ọpọlọ fún àwọn tó la omíyalé já.
Check neighbors and elderly residents for any medical needs.,Lelee ndị agbata obi na ndị agadi bi ebe ahụ ma ha ekwesịrị ịṅụ ọgwụ.,A binciki maƙwabta da tsofaffi don ganin ko suna da buƙatar kula ta lafiya.,Wá àwọn aládùúgbò àti àwọn àgbàlagbà tó ń gbé ibẹ̀ wò bóyá wọ́n nílò ìtọ́jú.
Use hand sanitizers when clean water is unavailable.,Tee ọgwụ nchịcha n'aka ma ọ bụrụ na mmiri dị ọcha adịghị.,A yi amfani da sinadarin tsaftace hannu idan babu ruwa mai tsafta.,Máa lo oògùn apakòkòrò àrùn fún ọwọ́ nígbà tí omi tó mọ́ kò bá sí.
Wear sturdy shoes to avoid injuries from sharp objects in floodwater.,Na-eyi akpụkpọ ụkwụ siri ike iji zere mmerụ ahụ site n'ihe ndị dị nkọ n'ime ide mmiri.,Saka takalma masu ƙarfi don guje wa rauni daga tarkace masu kufi a cikin ruwan ambaliya.,Máa wọ bàtà tó dúró sán-ún kó o má bàa fara pa nínú omi tó kún àkúnya náà.
Burn or properly dispose of contaminated clothing.,"Ọkụ maọbụ tụfuo uwe e metọrọ n""ụzọ kwesịrị ekwesị.",A ƙone ko a zubar da kayan sawa da ambaliya ta gurɓata.,Jóná tàbí kó o dà á nù bó ṣe yẹ.
Roadside drainage should be cleared to prevent urban flooding.,A ghaghị ikpochapụ mmiri ndị dị n'akụkụ okporo ụzọ iji gbochie ide mmiri n'obodo ukwu.,A share magudanan ruwa na gefen titi don kauce wa ambaliya a cikin gari.,Ó yẹ kí wọ́n pa àwọn ọ̀nà tó wà lẹ́gbẹ̀ẹ́ ọ̀nà mọ́ kí omi má bàa bo ìlú.
Report collapsed buildings to emergency response teams.,Kọrọ ndị ọrụ enyemaka mberede maka ụlọ dara ada.,A sanar da ƙungiyoyin agaji idan gini ya rushe.,Ẹ sọ àwọn ilé tó wó lulẹ̀ fún àwọn tó ń bójú tó pàjáwìrì.
Avoid gathering in large crowds at relief centers to prevent disease spread.,Zere ịnọ n'ebe e nwere ọtụtụ ọgbakọ iji gbochie ọrịa ịgbasa.,A guji taruwa da yawa a cibiyoyin agaji don hana yaɗuwar cuta.,"Ẹ má ṣe kóra jọ pọ̀ ní ibi tí wọ́n ti ń pèsè ìrànwọ́, kí àrùn má bàa tàn kálẹ̀."
Store dry food in airtight containers to prevent contamination.,Chekwaba nri gị kpọrọ nkụ n'ebe ikuku agaghị aba ya iji gbochie mmetọ.,A adana abinci cikin abin da iska ba ta shiga don hana gurɓatawa.,Fi oúnjẹ tó ti gbẹ pa mọ́ sínú ohun èlò tí kò ní jẹ́ kí atẹ́gùn wọnú rẹ̀.
Be prepared for possible after-effects such as landslides and soil erosion.,"Dị njikere maka ihe ndị nwere ike ime ma i mechaa, dị ka ala ịda n'ala na ozize.",A shirya wa yiwuwar aukuwar munanan sakamako irin su zabtarewar ƙasa da zaizayar ƙasa.,"Múra sílẹ̀ de àwọn àbájáde tó lè tẹ̀ lé e, irú bíi kí ilẹ̀ máa wọ́ àti kí ilẹ̀ máa jẹrà."
The government has declared a state of emergency in flood-affected areas.,Gọọmentị ekwupụtala ọnọdụ mberede n'ebe ndị ide mmiri metụtara.,Gwamnati ta ayyana dokar ta-ɓaci a wuraren da ambaliya ta shafa.,Ìjọba ti kéde ipò pàjáwìrì ní àwọn agbègbè tí omíyalé ti ṣàkóbá fún.
Disaster response teams have been deployed to assist flood victims.,E zipụla ndị ọrụ enyemaka maka ọdachi iji nyere ndị ide mmiri metụtara aka.,An tura ƙungiyoyin agajin gaggawa don taimakawa waɗanda ambaliya ta shafa.,A ti rán àwọn ẹgbẹ́ tó ń bójú tó àjálù lọ láti ṣèrànwọ́ fún àwọn tí àkúnya omi náà pa.
The Red Cross is distributing relief materials to displaced families.,Otu n'ime ndị na-echekwaba ahụ ike a na-akpọ Red Cross na-ekesa ihe enyemaka nye ezinụlọ ndị mmiri chụpụrụ n'ụlọ ha.,Ƙungiyar Red Cross na raba kayan agaji ga iyalai da ambaliya ta raba da muhallansu.,Ẹgbẹ́ Àgbélébùú Pupa ti ń pín àwọn ohun èlò ìrànwọ́ fún àwọn ìdílé tí wọ́n sá kúrò nílé.
Flood response units are conducting rescue operations in submerged areas.,Ndị na-ahụ maka ide mmiri na-azọpụta ndị mmadụ n'ebe nwere ide mmiri.,Ƙungiyoyin ceto na gudanar da ayyukan ceto a wuraren da ruwa ya mamaye.,Àwọn ẹ̀ka tó ń gbógun ti omíyalé ń ṣe iṣẹ́ ìpamọ́ ní àwọn àgbègbè tí omi ti rì.
Temporary shelters have been set up for those who lost their homes.,E wuola ụlọ mgbaba maka ndị na-enweghịzi ebe obibi.,An kafa sansanonin wucin gadi ga waɗanda suka rasa matsugunninsu.,Wọ́n ti ṣètò àwọn ibi ààbò fúngbà díẹ̀ fún àwọn tí ilé wọn bà jẹ́.
Local authorities are assessing the extent of flood damage.,Ndị ọchịchị obodo na-enyocha oke mmebi ide mmiri ahụ mere.,Hukumomin cikin gida na nazarin yawan ɓarnar da ambaliya ta yi.,Àwọn aláṣẹ àdúgbò ń ṣe àgbéyẹ̀wò bí ìkún omi náà ṣe bàjẹ́ tó.
Security forces are on patrol to prevent looting in affected areas.,Ndị ọrụ nchekwa na-agagharị iji gbochie ohi n'ebe ide mmiri metụtara.,Dakarun tsaro na sintiri don hana satar kayayyaki a wuraren da ambaliya ta shafa.,Àwọn aláàbò ń ṣe ìbẹ̀wò láti dènà ìfipábánilòpọ̀ ní àwọn àgbègbè tí ìṣẹ̀lẹ̀ náà ti wáyé.
Volunteers are needed to help with flood relief efforts.,A chọrọ ndị ga-arụ ọrụ n'efu iji nye aka n'ọrụ enyemaka maka ide mmiri.,Ana buƙatar masu sa ku don taimakawa a aikin agajin ambaliya.,Wọ́n nílò àwọn olùyọ̀ǹda ara ẹni láti ṣèrànwọ́ fún àwọn tí àkúnya omi náà dé bá.
The government has allocated funds to support flood victims.,Gọọmentị ewepụtala ego iji nyere ndị ide mmiri metụtara aka.,Gwamnati ta ware kuɗi don tallafa wa waɗanda ambaliya ta shafa.,Ìjọba ti pín owó láti fi ṣètìlẹ́yìn fún àwọn tí omíyalé dé bá.
Emergency hotlines have been activated for flood-related assistance.,E meela ka a na-akpọ hotline maka ihe mberede maka enyemaka metụtara ide mmiri.,An ƙaddamar da layukan waya na gaggawa don taimakon da ke da alaƙa da ambaliya.,A ti ṣii àwọn ìlà pàjáwìrì fún ìrànlọ́wọ́ tó jẹ mọ́ ìkún omi.
Relief trucks carrying food and medical supplies are on the way.,Ụgbọala ndị na-ebu nri na ọgwụ nọ n'ụzọ.,Motocin agaji masu ɗauke da abinci da magunguna na kan hanyarsu.,Àwọn ọkọ̀ akẹ́rù tí wọ́n kó oúnjẹ àti oògùn ti ń bọ̀.
Flood warning sirens will be tested in high-risk zones.,A ga-anwale ihe ndị na-adọ aka na ntị maka ide mmiri n'ebe ndị nwere nnukwu ihe ize ndụ.,Za a gwada jiniyar gargaɗin ambaliya a yankunan da ke cikin haɗari.,A ó dán ìkìlọ̀ nípa ìkún omi wò ní àwọn àgbègbè tí ewu wà.
Local leaders are advising residents to prepare for possible evacuations.,Ndị isi obodo na-adụ ndị bi n'ime obodo ọdụ ka ha kwado ịpụ ọsịsọ.,Shugabannin yankuna na ba da shawara ga mazauna su shirya wa yiwuwar ƙaura.,Àwọn aṣáájú àdúgbò ń gba àwọn olùgbé nímọ̀ràn láti múra sílẹ̀ fún ìmúkúrò tó ṣeé ṣe.
Government agencies are monitoring water levels and flood progression.,Ụlọọrụ gọọmentị na-enyocha ọkwa mmiri na ọganihu ide mmiri.,Hukumomin gwamnati na sa ido kan matakin ruwa da ci gaban ambaliya.,Àwọn àjọ ìjọba ń ṣọ́ bí omi ṣe ń pọ̀ tó àti bí omíyalé ṣe ń pọ̀ sí i.
NGOs are working with local communities to distribute clean drinking water.,Òtù NGO na ndị ime obodo na-arụkọ ọrụ iji kesaa mmiri ọṅụṅụ dị ọcha.,"Ƙungiyoyi masu zaman kansu, NGO, suna aiki da al’ummomin cikin gida wurin raba ruwan sha mai tsafta.",Àwọn àjọ tí kì í ṣe ti ìjọba ń ṣiṣẹ́ pẹ̀lú àwọn aráàlú láti pín omi mímu tó mọ́.
Special task forces have been assigned to clear debris after floods.,E nyewo ndị ọrụ pụrụ iche ọrụ ikpochapụ ihe ndị e bibiri mgbe ide mmiri gasịrị.,An tura ƙungiyoyi na musamman don share tarkace bayan ambaliya.,Wọ́n ti yan àwọn ẹgbẹ́ àkànṣe láti kó àwọn àlàfo tó wà lẹ́yìn omíyalé náà kúrò.
Helicopters are being used to rescue stranded individuals.,A na-eji helikọpta agbatara ndị mmadụ ọsọ enyemaka.,Ana amfani da jiragen sama masu sauƙar ungulu don ceto mutanen da suka maƙale.,Àwọn ọkọ̀ òfuurufú tí wọ́n fi ń gba àwọn èèyàn tí wọ́n wà nínú ewu là ń lò.
Local radio stations are broadcasting flood updates every hour.,Ụlọ ọrụ redio dị n'obodo ahụ na-agbasa ozi banyere ide mmiri kwa awa.,Gidajen rediyo na cikin gida na watsa bayanan ambaliya duk bayan awa daya.,Àwọn ilé iṣẹ́ rédíò àdúgbò ń gbé ìròyìn nípa ìkún omi jáde ní wákàtí kọ̀ọ̀kan.
Government officials are visiting flood-affected regions to assess needs.,Ndị ọrụ gọọmenti na-aga eleta ógbè ndị ide mmiri ahụ metụtara iji chọpụta mkpa ndị e nwere.,Jami’an gwamnati na ziyartar yankunan da ambaliya ta shafa don gano buƙatun mutane.,Àwọn òṣìṣẹ́ ìjọba ń ṣèbẹ̀wò sí àwọn àgbègbè tí omíyalé náà dé láti mọ ohun táwọn èèyàn nílò.
